CIE10,Descripción Diagnóstico,Cantidad,Genero,Período de consulta
Z988,OTROS ESTADOS POSTQUIRURGICOS ESPECIFICADOS,64,F,01/01/2019-31/12/2020
A058,OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS,1,M,01/01/2019-31/12/2020
A059,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
A060,DISENTERIA AMEBIANA AGUDA,1,M,01/01/2019-31/12/2020
A064,ABSCESO AMEBIANO DEL HIGADO,3,M,01/01/2019-31/12/2020
A09X,DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO,886,M,01/01/2019-31/12/2020
A150,"TUBERCULOSIS DEL PULMON, CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO, CON O SIN CULTIVO",1,M,01/01/2019-31/12/2020
A153,"TUBERCULOSIS DEL PULMON , CONFIRMADA POR MEDIOS NO ESPECIFICADOS",2,M,01/01/2019-31/12/2020
A158,"OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE",1,M,01/01/2019-31/12/2020
A162,"TUBERCULOSIS DE PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",1,M,01/01/2019-31/12/2020
A164,"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",1,M,01/01/2019-31/12/2020
A168,"OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION",1,M,01/01/2019-31/12/2020
A169,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",1,M,01/01/2019-31/12/2020
A279,"LEPTOSPIROSIS, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
A418,OTRAS SEPTICEMIAS ESPECIFICADAS,7,M,01/01/2019-31/12/2020
A419,"SEPTICEMIA, NO ESPECIFICADA",21,M,01/01/2019-31/12/2020
A46X,ERISIPELA,1,M,01/01/2019-31/12/2020
A490,"INFECCION ESTAFILOCOCICA, SIN OTRA ESPECIFICACIÓN",1,M,01/01/2019-31/12/2020
A499,"INFECCION BACTERIANA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
A502,SIFILIS CONGENITA PRECOZ SIN OTRA ESPECIFICACIÓN,1,M,01/01/2019-31/12/2020
A509,"SIFILIS CONGENITA, SIN OTRA ESPECIFICACIÓN",7,M,01/01/2019-31/12/2020
A514,OTRAS SIFILIS SECUNDARIAS,1,M,01/01/2019-31/12/2020
A57X,CHANCRO BLANDO,1,M,01/01/2019-31/12/2020
A64X,ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA,2,M,01/01/2019-31/12/2020
A662,OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA,1,M,01/01/2019-31/12/2020
A689,"FIEBRE RECURRENTE, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
A829,"RABIA, SIN OTRA ESPECIFICACION",4,M,01/01/2019-31/12/2020
A90X,FIEBRE DEL DENGUE [DENGUE CLASICO],395,M,01/01/2019-31/12/2020
A91X,FIEBRE DEL DENGUE HEMORRAGICO,51,M,01/01/2019-31/12/2020
A928,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS,2,M,01/01/2019-31/12/2020
A929,"FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION",12,M,01/01/2019-31/12/2020
B002,GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA,6,M,01/01/2019-31/12/2020
B009,"INFECCION DEBIDA A EL VIRUS DEL HERPES, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
B019,VARICELA SIN COMPLICACIONES,16,M,01/01/2019-31/12/2020
B023,HERPES ZOSTER OCULAR,9,M,01/01/2019-31/12/2020
B027,HERPES ZOSTER DISEMINADO,2,M,01/01/2019-31/12/2020
B028,HERPES ZOSTER CON OTRAS COMPLICACIONES,2,M,01/01/2019-31/12/2020
B029,HERPES ZOSTER SIN COMPLICACIONES,5,M,01/01/2019-31/12/2020
B082,EXANTEMA SUBITO [SEXTA ENFERMEDAD],7,M,01/01/2019-31/12/2020
B088,"OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",1,M,01/01/2019-31/12/2020
B09X,"INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",3,M,01/01/2019-31/12/2020
B150,"HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO",23,M,01/01/2019-31/12/2020
B178,OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS,5,M,01/01/2019-31/12/2020
B199,HEPATITIS VIRAL NO ESPECIFICADA SIN COMA,5,M,01/01/2019-31/12/2020
B207,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES",1,M,01/01/2019-31/12/2020
B208,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS",1,M,01/01/2019-31/12/2020
B230,SINDROME DE INFECCION AGUDA DEBIDA A VIH,3,M,01/01/2019-31/12/2020
B24X,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA ESPECIFICACION",6,M,01/01/2019-31/12/2020
B309,"CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION",1,M,01/01/2019-31/12/2020
B342,"INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION",6,M,01/01/2019-31/12/2020
B349,"INFECCION VIRAL, NO ESPECIFICADA",118,M,01/01/2019-31/12/2020
B529,"PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES",1,M,01/01/2019-31/12/2020
B54X,PALUDISMO [MALARIA] NO ESPECIFICADO,2,M,01/01/2019-31/12/2020
B551,LEISHMANIASIS CUTANEA,4,M,01/01/2019-31/12/2020
B559,"LEISHMANIASIS, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
B570,"ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON (141.2*, 198.1*)",1,M,01/01/2019-31/12/2020
B571,ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON,1,M,01/01/2019-31/12/2020
B572,"ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON (141.2*,198.1*)",2,M,01/01/2019-31/12/2020
B829,"PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION",2,M,01/01/2019-31/12/2020
B86X,ESCABIOSIS,4,M,01/01/2019-31/12/2020
B870,MIASIS CUTANEA,3,M,01/01/2019-31/12/2020
B871,MIASIS EN HERIDAS,1,M,01/01/2019-31/12/2020
B872,MIASIS OCULAR,2,M,01/01/2019-31/12/2020
B878,MIASIS DE OTROS SITIOS,4,M,01/01/2019-31/12/2020
B879,"MIASIS, NO ESPECIFICADA",2,M,01/01/2019-31/12/2020
B89X,"ENFERMEDAD PARASITARIA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
B92X,SECUELAS DE LEPRA,1,M,01/01/2019-31/12/2020
B942,SECUELAS DE HEPATITIS VIRAL,1,M,01/01/2019-31/12/2020
B957,OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,1,M,01/01/2019-31/12/2020
C008,LESION DE SITIOS CONTIGUOS DEL LABIO,1,M,01/01/2019-31/12/2020
C01X,TUMOR MALIGNO DE LA BASE DE LA LENGUA,1,M,01/01/2019-31/12/2020
C028,LESION DE SITIOS CONTIGUOS DE LA LENGUA,3,M,01/01/2019-31/12/2020
C068,LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,3,M,01/01/2019-31/12/2020
C069,"TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
C158,LESION DE SITIOS CONTIGUOS DEL ESOFAGO,1,M,01/01/2019-31/12/2020
C159,"TUMOR MALIGNO DEL ESOFAGO, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
C160,TUMOR MALIGNO DEL CARDIAS,1,M,01/01/2019-31/12/2020
C161,TUMOR MALIGNO DEL FUNDUS GASTRICO,4,M,01/01/2019-31/12/2020
C162,TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO,3,M,01/01/2019-31/12/2020
C169,"TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA",6,M,01/01/2019-31/12/2020
C179,"TUMOR MALIGNO DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
C184,TUMOR MALIGNO DEL COLON TRANSVERSO,2,M,01/01/2019-31/12/2020
C187,TUMOR MALIGNO DEL COLON SIGMOIDE,1,M,01/01/2019-31/12/2020
C189,"TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
C19X,TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA,1,M,01/01/2019-31/12/2020
C20X,TUMOR MALIGNO DEL RECTO,7,M,01/01/2019-31/12/2020
C210,"TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
C218,"LESION DE SITIOS CONTIGUOS DEL ANO, DEL CONDUCTO ANAL Y DEL RECTO",3,M,01/01/2019-31/12/2020
C221,CARCINOMA DE VIAS BILIARES INTRAHEPATICAS,1,M,01/01/2019-31/12/2020
C229,"TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
C257,TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS,1,M,01/01/2019-31/12/2020
C259,"TUMOR MALIGNO DEL PANCREAS, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
C342,"TUMOR MALIGNO DEL LOBULO MEDIO, BRONQUIO O PULMON",1,M,01/01/2019-31/12/2020
C349,"TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
C383,"TUMOR MALIGNO DEL MEDIASTINO, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
C402,TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR,1,M,01/01/2019-31/12/2020
C411,TUMOR MALIGNO DEL HUESO DEL MAXILAR INFERIOR,1,M,01/01/2019-31/12/2020
C412,TUMOR MALIGNO DE LA COLUMNA VERTEBRAL,2,M,01/01/2019-31/12/2020
C413,"TUMOR MALIGNO DE LA COSTILLA, ESTERNON Y CLAVICULA",1,M,01/01/2019-31/12/2020
C414,"TUMOR MALIGNO DE LOS HUESOS DE LA PELVIS, SACRO Y COCCIX",1,M,01/01/2019-31/12/2020
C448,LESION DE SITIOS CONTIGUOS DE LA PIEL,1,M,01/01/2019-31/12/2020
C490,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO",1,M,01/01/2019-31/12/2020
C492,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",1,M,01/01/2019-31/12/2020
C602,TUMOR MALIGNO DEL CUERPO DEL PENE,2,M,01/01/2019-31/12/2020
C608,LESION DE SITIOS CONTIGUOS DEL PENE,2,M,01/01/2019-31/12/2020
C609,"TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
C61X,TUMOR MALIGNO DE LA PROSTATA,9,M,01/01/2019-31/12/2020
C621,TUMOR MALIGNO DEL TESTICULO DESCENDIDO,1,M,01/01/2019-31/12/2020
C629,"TUMOR MALIGNO DEL TESTICULO, NO ESPECIFICADO",7,M,01/01/2019-31/12/2020
C672,TUMOR MALIGNO DE LA PARED LATERAL DE LA VEJIGA,1,M,01/01/2019-31/12/2020
C678,LESION DE SITIOS CONTIGUOS DE LA VEJIGA,1,M,01/01/2019-31/12/2020
C698,LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS,7,M,01/01/2019-31/12/2020
C710,"TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS",2,M,01/01/2019-31/12/2020
C711,TUMOR MALIGNO DEL LOBULO FRONTAL,2,M,01/01/2019-31/12/2020
C712,TUMOR MALIGNO DEL LOBULO TEMPORAL,1,M,01/01/2019-31/12/2020
C713,TUMOR MALIGNO DEL LOBULO PARIETAL,2,M,01/01/2019-31/12/2020
C714,TUMOR MALIGNO DEL LOBULO OCCIPITAL,1,M,01/01/2019-31/12/2020
C729,"TUMOR MALIGNO DEL SISTEMA NERVIOSO CENTRAL, SIN OTRA ESPECIFICACION",2,M,01/01/2019-31/12/2020
C73X,TUMOR MALIGNO DE LA GLANDULA TIROIDES,2,M,01/01/2019-31/12/2020
C760,"TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO",2,M,01/01/2019-31/12/2020
C770,"TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA CABEZA, CARA Y CUELLO",1,M,01/01/2019-31/12/2020
C779,"TUMOR MALIGNO DEL GANGLIO LINFATICO, SITIO NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
C780,TUMOR MALIGNO SECUNDARIO DEL PULMON,1,M,01/01/2019-31/12/2020
C787,TUMOR MALIGNO SECUNDARIO DEL HIGADO,1,M,01/01/2019-31/12/2020
C822,"LINFOMA NO HODGKIN DE CELULAS GRANDES, FOLICULAR",1,M,01/01/2019-31/12/2020
C827,OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN FOLICULAR,1,M,01/01/2019-31/12/2020
C830,LINFOMA NO HODGKIN DE CELULAS PEQUEÑAS (DIFUSO),1,M,01/01/2019-31/12/2020
C837,TUMOR DE BURKITT,1,M,01/01/2019-31/12/2020
C839,"LINFOMA NO HODGKIN DIFUSO, SIN OTRA ESPECIFICACION",1,M,01/01/2019-31/12/2020
C845,OTROS LINFOMAS DE CELULAS Y LOS NO ESPECIFICADOS,1,M,01/01/2019-31/12/2020
C859,"LINFOMA NO HODGKIN, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
C959,"LEUCEMIA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
D001,CARCINOMA IN SITU DEL ESOFAGO,1,M,01/01/2019-31/12/2020
D010,CARCINOMA IN SITU DEL COLON,1,M,01/01/2019-31/12/2020
D012,CARCINOMA IN SITU DEL RECTO,1,M,01/01/2019-31/12/2020
D074,CARCINOMA IN SITU DEL PENE,2,M,01/01/2019-31/12/2020
D136,TUMOR BENIGNO DEL PANCREAS,1,M,01/01/2019-31/12/2020
D179,"TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
D214,TUMOR BENIGNO DEL TEJIDO CUNJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL ABDOMEN,1,M,01/01/2019-31/12/2020
D231,"TUMOR BENIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL",1,M,01/01/2019-31/12/2020
D290,TUMOR BENIGNO DEL PENE,1,M,01/01/2019-31/12/2020
D300,TUMOR BENIGNO DEL RIÑON,1,M,01/01/2019-31/12/2020
D332,"TUMOR BENIGNO DE ENCEFALO, PARTE NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
D34X,TUMOR BENIGNO DE LA GLANDULA TIROIDES,1,M,01/01/2019-31/12/2020
D371,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ESTOMAGO,2,M,01/01/2019-31/12/2020
D374,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL COLON,2,M,01/01/2019-31/12/2020
D376,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HIGADO, DE LA VESICULA BILIAR Y DEL CONDUCTO BILIAR",5,M,01/01/2019-31/12/2020
D377,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS DIGESTIVOS ESPECIFICADOS,1,M,01/01/2019-31/12/2020
D380,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LARINGE,1,M,01/01/2019-31/12/2020
D381,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA TRAQUEA, DE LOS BRONQUIOS Y DEL PULMON",1,M,01/01/2019-31/12/2020
D400,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PROSTATA,2,M,01/01/2019-31/12/2020
D401,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TESTICULO,8,M,01/01/2019-31/12/2020
D410,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RIÑON,1,M,01/01/2019-31/12/2020
D414,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA VEJIGA,1,M,01/01/2019-31/12/2020
D45X,POLICITEMIA VERA,1,M,01/01/2019-31/12/2020
D464,"ANEMIA REFRACTARIA, SIN OTRA ESPECIFICACION",1,M,01/01/2019-31/12/2020
D467,OTROS SINDROMES MIELODISPLASICOS,1,M,01/01/2019-31/12/2020
D471,ENFERMEDAD MIELOPROLIFERATIVA CRONICA,1,M,01/01/2019-31/12/2020
D500,ANEMIA POR DEFICIENCIA DE HIERRO SECUNDARIA A PERDIDA DE SANGRE (CRONICA),2,M,01/01/2019-31/12/2020
D508,OTRAS ANEMIAS POR DEFICIENCIA DE HIERRO,9,M,01/01/2019-31/12/2020
D509,ANEMIA POR DEFICIENCIA DE HIERRO SIN OTRA ESPECIFICACION,7,M,01/01/2019-31/12/2020
D538,OTRAS ANEMIAS NUTRICIONALES ESPECIFICADAS,1,M,01/01/2019-31/12/2020
D571,ANEMIA FALCIFORME SIN CRISIS,1,M,01/01/2019-31/12/2020
D593,SINDROME HEMOLITICO-UREMICO,11,M,01/01/2019-31/12/2020
D610,ANEMIA APLASTICA CONSTITUCIONAL,1,M,01/01/2019-31/12/2020
D619,"ANEMIA APLASTICA, SIN OTRA ESPECIFICACION",1,M,01/01/2019-31/12/2020
D648,OTRAS ANEMIAS ESPECIFICADAS,5,M,01/01/2019-31/12/2020
D649,ANEMIA DE TIPO NO ESPECIFICADO,48,M,01/01/2019-31/12/2020
D682,DEFICIENCIA HEREDITARIA DE OTROS FACTORES DE LA COAGULACION,1,M,01/01/2019-31/12/2020
D683,TRASTORNO HEMORRAGICO DEBIDO A ANTICOAGULANTES CIRCULANTES,1,M,01/01/2019-31/12/2020
D688,OTROS DEFECTOS ESPECIFICADOS DE LA COAGULACION,1,M,01/01/2019-31/12/2020
D689,"DEFECTO DE LA COAGULACION, NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
D691,DEFECTOS CUALITATIVOS DE LAS PLAQUETAS,1,M,01/01/2019-31/12/2020
D693,PURPURA TROMBOCITOPENICA IDIOPATICA,7,M,01/01/2019-31/12/2020
D696,TROMBOCITOPENIA NO ESPECIFICADA,12,M,01/01/2019-31/12/2020
D698,OTRAS AFECCIONES HEMORRAGICAS ESPECIFICADAS,1,M,01/01/2019-31/12/2020
D729,"TRASTORNOS DE LOS LEUCOCITOS, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
D751,POLICITEMIA SECUNDARIA,1,M,01/01/2019-31/12/2020
D752,TROMBOCITOSIS ESENCIAL,1,M,01/01/2019-31/12/2020
D759,"ENFERMEDAD DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
D77X,OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,M,01/01/2019-31/12/2020
E031,HIPOTIROIDISMO CONGENITO SIN BOCIO,3,M,01/01/2019-31/12/2020
E038,OTROS HIPOTIROIDISMOS ESPECIFICADOS,1,M,01/01/2019-31/12/2020
E039,"HIPOTIROIDISMO, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
E059,"TIROTOXICOSIS, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
E101,DIABETES MELLITUS INSULINODEPENDIENTE CON CETOACIDOSIS,1,M,01/01/2019-31/12/2020
E102,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES RENALES,2,M,01/01/2019-31/12/2020
E104,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NEUROLOGICAS,1,M,01/01/2019-31/12/2020
E105,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,7,M,01/01/2019-31/12/2020
E106,DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,8,M,01/01/2019-31/12/2020
E107,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES,2,M,01/01/2019-31/12/2020
E108,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,9,M,01/01/2019-31/12/2020
E109,DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,10,M,01/01/2019-31/12/2020
E111,DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS,1,M,01/01/2019-31/12/2020
E115,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,1,M,01/01/2019-31/12/2020
E116,DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,2,M,01/01/2019-31/12/2020
E117,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES,1,M,01/01/2019-31/12/2020
E118,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,9,M,01/01/2019-31/12/2020
E119,DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,18,M,01/01/2019-31/12/2020
E128,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES NO ESPECIFICADAS,1,M,01/01/2019-31/12/2020
E131,OTRAS DIABETES MELLITUS ESPECIFICADAS CON CETOACIDOSIS,1,M,01/01/2019-31/12/2020
E138,OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMPLICACIONES NO ESPECIFICADAS,1,M,01/01/2019-31/12/2020
E139,OTRAS DIABETES MELLITUS ESPECIFICADAS SIN MENCION DE COMPLICACION,3,M,01/01/2019-31/12/2020
E141,"DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS",1,M,01/01/2019-31/12/2020
E147,"DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES MULTIPLES",1,M,01/01/2019-31/12/2020
E149,"DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION",6,M,01/01/2019-31/12/2020
E160,"HIPOGLICEMIA SIN COMA, INDUCIDA POR DROGAS",1,M,01/01/2019-31/12/2020
E161,OTRAS HIPOGLICEMIAS,9,M,01/01/2019-31/12/2020
E162,"HIPOGLICEMIA , NO ESPECIFICADA",13,M,01/01/2019-31/12/2020
E298,OTRAS DISFUNCIONES TESTICULARES,1,M,01/01/2019-31/12/2020
E46X,"DESNUTRICION PROTEICOCALORICA , NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
E631,DESEQUILIBRIO DE LOS CONSTITUYENTES EN LA DIETA,1,M,01/01/2019-31/12/2020
E780,HIPERCOLESTEROLEMIA PURA,1,M,01/01/2019-31/12/2020
E790,HIPERURICEMIA SIN SIGNOS DE ARTRITIS INFLAMATORIA Y ENFERMEDAD TOFACEA,3,M,01/01/2019-31/12/2020
E804,SINDROME DE GILBERT,1,M,01/01/2019-31/12/2020
E840,FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES,1,M,01/01/2019-31/12/2020
E86X,DEPLECION DEL VOLUMEN,26,M,01/01/2019-31/12/2020
E872,ACIDOSIS,2,M,01/01/2019-31/12/2020
E876,HIPOPOTASMIA,1,M,01/01/2019-31/12/2020
E878,"OTROS TRASTORNOS DEL EQUILIBRIO DE LOS ELECTROLITOS Y DE LOS LIQUIDOS, NO CLASIFICADOS EN OTRA PARTE",51,M,01/01/2019-31/12/2020
F009,"DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9)",2,M,01/01/2019-31/12/2020
F018,OTRAS DEMENCIAS VASCULARES,1,M,01/01/2019-31/12/2020
F023,DEMENCIA EN LA ENFERMEDAD DE PARKINSON (G20),1,M,01/01/2019-31/12/2020
F03X,"DEMENCIA , NO ESPECIFICADA",6,M,01/01/2019-31/12/2020
F059,"DELIRIO, NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
F064,"TRASTORNO DE ANSIEDAD, ORGANICO",3,M,01/01/2019-31/12/2020
F066,"TRASTORNO DE LABILIDAD EMOCIONAL [ASTENICO], ORGANICO",1,M,01/01/2019-31/12/2020
F069,TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA,1,M,01/01/2019-31/12/2020
F072,SINDROME POSTCONCUSIONAL,1,M,01/01/2019-31/12/2020
F079,"TRASTORNO ORGANICO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO, NO ESPECIFICADO, DEBIDO A ENFERMEDAD, LESION Y DISFUNCION CEREBRAL",1,M,01/01/2019-31/12/2020
F100,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: INTOXICACION AGUDA,2,M,01/01/2019-31/12/2020
F101,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: USO NOCIVO,1,M,01/01/2019-31/12/2020
F103,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: ESTADO DE ABSTINENCIA,5,M,01/01/2019-31/12/2020
F109,"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
F110,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: INTOXICACION AGUDA,1,M,01/01/2019-31/12/2020
F111,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: USO NOCIVO,1,M,01/01/2019-31/12/2020
F119,"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO",2,M,01/01/2019-31/12/2020
F121,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: USO NOCIVO,1,M,01/01/2019-31/12/2020
F123,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: ESTADO DE ABSTINENCIA,1,M,01/01/2019-31/12/2020
F125,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO PSICOTICO,1,M,01/01/2019-31/12/2020
